name,oracle_text,oracleid,tag,type_line
"Crovax, Ascendant Hero","Other white creatures get +1/+1.
Nonwhite creatures get -1/-1.
Pay 2 life: Return Crovax, Ascendant Hero to its owner's hand.",0cbf6ad8-9bf1-455d-bd74-9c142e17acb0,sweeper,Legendary Creature — Human
Crush of Tentacles,"Surge {3}{U}{U} (You may cast this spell for its surge cost if you or a teammate has cast another spell this turn.)
Return all nonland permanents to their owners' hands. If Crush of Tentacles's surge cost was paid, create an 8/8 blue Octopus creature token.",4ede153c-89cb-4121-bf23-a1d213d6f238,sweeper,Sorcery
Crux of Fate,"Choose one —
• Destroy all Dragon creatures.
• Destroy all non-Dragon creatures.",52a0dae4-2a95-487e-acd4-eabdb2d031e2,sweeper,Sorcery
Cry of the Carnarium,"All creatures get -2/-2 until end of turn. Exile all creature cards in all graveyards that were put there from the battlefield this turn. If a creature would die this turn, exile it instead.",1b9a5170-39c0-4cbf-a041-f3c15f1359ae,sweeper,Sorcery
Crypt Rats,{X}: Crypt Rats deals X damage to each creature and each player. Spend only black mana on X.,104095ed-55e3-408e-bf70-4fe06bb16d2f,sweeper,Creature — Rat
Culling Sun,Destroy each creature with converted mana cost 3 or less.,e41d9b3a-0712-4174-8c5c-224065a63b16,sweeper,Sorcery
Curse of the Cabal,"Target player sacrifices half the permanents they control, rounded down.
Suspend 2—{2}{B}{B} (Rather than cast this card from your hand, you may pay {2}{B}{B} and exile it with two time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)
At the beginning of each player's upkeep, if Curse of the Cabal is suspended, that player may sacrifice a permanent. If the player does, put two time counters on Curse of the Cabal.",cafede0d-aa14-4266-b619-321ac756262d,sweeper,Sorcery
Cyclonic Rift,"Return target nonland permanent you don't control to its owner's hand.
Overload {6}{U} (You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")",d75b9c82-1b49-4c3e-a1b5-aeef57d6644b,sweeper,Instant
Dagger Caster,"When Dagger Caster enters the battlefield, it deals 1 damage to each opponent and 1 damage to each creature your opponents control.",f1352a81-6fd5-4c4d-ada4-b81d3a9f74c0,sweeper,Creature — Viashino Rogue
Dakmor Plague,Dakmor Plague deals 3 damage to each creature and each player.,a6cc516d-5a4b-455a-ab16-367d64215527,sweeper,Sorcery
Damnation,Destroy all creatures. They can't be regenerated.,d57a8f0b-7989-4db5-8756-6f2690097252,sweeper,Sorcery
Day of Judgment,Destroy all creatures.,d057289d-5e28-43d5-8ff3-4a1bc723477d,sweeper,Sorcery
Deadly Tempest,Destroy all creatures. Each player loses life equal to the number of creatures they controlled that were destroyed this way.,b5516bc9-ec8d-4323-8748-96c49d7d0622,sweeper,Sorcery
Deafening Clarion,"Choose one or both —
• Deafening Clarion deals 3 damage to each creature.
• Creatures you control gain lifelink until end of turn.",c9bbebbd-9f2d-499c-adb1-8d3170c3fd0d,sweeper,Sorcery
Deathbringer Regent,"Flying
When Deathbringer Regent enters the battlefield, if you cast it from your hand and there are five or more other creatures on the battlefield, destroy all other creatures.",71b5fdf2-4475-4102-85eb-9be164a9ae29,sweeper,Creature — Dragon
Death Cloud,"Each player loses X life, discards X cards, sacrifices X creatures, then sacrifices X lands.",680f5eca-b98e-4f73-a852-ab629d94297e,sweeper,Sorcery
Death Frenzy,"All creatures get -2/-2 until end of turn. Whenever a creature dies this turn, you gain 1 life.",0842cc1d-de1e-4fb7-a54b-78a4c8f40d3e,sweeper,Sorcery
Death's-Head Buzzard,"Flying
When Death's-Head Buzzard dies, all creatures get -1/-1 until end of turn.",0dd73855-6a7a-4eb4-80e0-1509f9397e5a,sweeper,Creature — Bird
Decree of Annihilation,"Exile all artifacts, creatures, and lands from the battlefield, all cards from all graveyards, and all cards from all hands.
Cycling {5}{R}{R} ({5}{R}{R}, Discard this card: Draw a card.)
When you cycle Decree of Annihilation, destroy all lands.",6679b462-3c90-418c-8727-acd1a61d988b,sweeper,Sorcery
Decree of Pain,"Destroy all creatures. They can't be regenerated. Draw a card for each creature destroyed this way.
Cycling {3}{B}{B} ({3}{B}{B}, Discard this card: Draw a card.)
When you cycle Decree of Pain, all creatures get -2/-2 until end of turn.",932668fa-d6e3-41c0-ad0c-8e0a00e68d11,sweeper,Sorcery
Demon of Dark Schemes,"Flying
When Demon of Dark Schemes enters the battlefield, all other creatures get -2/-2 until end of turn.
Whenever another creature dies, you get {E} (an energy counter).
{2}{B}, Pay {E}{E}{E}{E}: Put target creature card from a graveyard onto the battlefield under your control tapped.",2b2f2abd-6c0f-49a5-a44b-f366614c944d,sweeper,Creature — Demon
Descend upon the Sinful,"Exile all creatures.
Delirium — Create a 4/4 white Angel creature token with flying if there are four or more card types among cards in your graveyard.",9cbf95f4-3510-420b-9355-645450f4493d,sweeper,Sorcery
Desert Sandstorm,Desert Sandstorm deals 1 damage to each creature.,230bf3a4-68a8-4553-b8d7-ad340cbd7371,sweeper,Sorcery
Desolation Angel,"Kicker {W}{W} (You may pay an additional {W}{W} as you cast this spell.)
Flying
When Desolation Angel enters the battlefield, destroy all lands you control. If it was kicked, destroy all lands instead.",87f82107-eaba-484a-800d-e61a0cc5e1f2,sweeper,Creature — Angel
Desolation Giant,"Kicker {W}{W} (You may pay an additional {W}{W} as you cast this spell.)
When Desolation Giant enters the battlefield, destroy all other creatures you control. If it was kicked, destroy all other creatures instead.",c23aaf6d-151e-481a-a345-ca00c14940d1,sweeper,Creature — Giant
Destructive Force,Each player sacrifices five lands. Destructive Force deals 5 damage to each creature.,b0967525-554b-41eb-b639-75fe36e0fe57,sweeper,Sorcery
Devastate,Destroy target land. Devastate deals 1 damage to each creature and each player.,90b3e2df-182d-4dad-9934-597a048fefc6,removal,Sorcery
Devastation,Destroy all creatures and lands.,052838cb-dcf0-46f5-82b1-c3ed863b42b7,sweeper,Sorcery
Devastation Tide,"Return all nonland permanents to their owners' hands.
Miracle {1}{U} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)",4245ee98-2d4c-49d1-8d07-80760cae2bf9,sweeper,Sorcery
Dimensional Breach,"Exile all permanents. For as long as any of those cards remain exiled, at the beginning of each player's upkeep, that player returns one of the exiled cards they own to the battlefield.",70d4f764-fca1-477a-9b0f-bbfcc1f7dfb1,sweeper,Sorcery
Disaster Radius,"As an additional cost to cast this spell, reveal a creature card from your hand.
Disaster Radius deals X damage to each creature your opponents control, where X is the revealed card's converted mana cost.",3322c865-bb2a-4201-9115-979883cd7894,sweeper,Sorcery
Displacement Wave,Return all nonland permanents with converted mana cost X or less to their owners' hands.,2b3fc609-7b19-441a-ab7e-58ccd70d955b,sweeper,Sorcery
Divine Reckoning,"Each player chooses a creature they control. Destroy the rest.
Flashback {5}{W}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",15d8b339-7520-43c9-b2dc-4a936357042b,sweeper,Sorcery
Do or Die,Separate all creatures target player controls into two piles. Destroy all creatures in the pile of that player's choice. They can't be regenerated.,f25af42d-f1bf-4bd3-aded-ecadafdbf6e6,sweeper,Sorcery
Downdraft,"{G}: Target creature loses flying until end of turn.
Sacrifice Downdraft: It deals 2 damage to each creature with flying.",c2508190-5aca-4511-adc8-2072cd228119,sweeper,Enchantment
Dread Cacodemon,"When Dread Cacodemon enters the battlefield, if you cast it from your hand, destroy all creatures your opponents control, then tap all other creatures you control.",1d34e78e-4fe9-44e1-88d3-a98fd64555a9,sweeper,Creature — Demon
Dread of Night,White creatures get -1/-1.,b431a73b-cf4c-4154-810f-82b7c6099e66,sweeper,Enchantment
"Dromar, the Banisher","Flying
Whenever Dromar, the Banisher deals combat damage to a player, you may pay {2}{U}. If you do, choose a color, then return all creatures of that color to their owners' hands.",35ad7f82-a1b1-4aa7-a8b0-3f99ca2cff52,sweeper,Legendary Creature — Dragon
Drown in Sorrow,All creatures get -2/-2 until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),5c93ec85-f87f-4121-9fbf-61fd598d1e65,sweeper,Sorcery
Dry Spell,Dry Spell deals 1 damage to each creature and each player.,980a9957-6b52-45c6-b847-f84974d5a653,sweeper,Sorcery
Duneblast,Choose up to one creature. Destroy the rest.,14104a52-c4e8-4755-8196-7fa5c5a35f36,sweeper,Sorcery
Earthquake,Earthquake deals X damage to each creature without flying and each player.,9a40614b-50a3-422c-849e-53c8b7d3d204,sweeper,Sorcery
Earthshaker,"Whenever you cast a Spirit or Arcane spell, Earthshaker deals 2 damage to each creature without flying.",944904a4-aab6-4ad9-96d7-6a3e47c118ca,sweeper,Creature — Spirit
Echoing Ruin,Destroy target artifact and all other artifacts with the same name as that artifact.,e04ca2dc-873e-4d80-b1d7-4873ffdb3af5,removal,Sorcery
Electrickery,"Electrickery deals 1 damage to target creature you don't control.
Overload {1}{R} (You may cast this spell for its overload cost. If you do, change its text by replacing all instances of ""target"" with ""each."")",99fd4b51-1698-4168-9366-a6ea2df22361,removal,Instant
"Elspeth, Sun's Champion","+1: Create three 1/1 white Soldier creature tokens.
−3: Destroy all creatures with power 4 or greater.
−7: You get an emblem with ""Creatures you control get +2/+2 and have flying.""",05e6b243-48a6-4a42-bc5f-413441de9c33,removal,Legendary Planeswalker — Elspeth
Elspeth Tirel,"+2: You gain 1 life for each creature you control.
−2: Create three 1/1 white Soldier creature tokens.
−5: Destroy all other permanents except for lands and tokens.",5f815e69-fdd6-4186-9317-25f5c7e0b08e,sweeper,Legendary Planeswalker — Elspeth
Endemic Plague,"As an additional cost to cast this spell, sacrifice a creature.
Destroy all creatures that share a creature type with the sacrificed creature. They can't be regenerated.",db982577-1c75-4bc9-ab15-1888ea0be16d,sweeper,Sorcery
End Hostilities,Destroy all creatures and all permanents attached to creatures.,7b2e2c4b-b8fd-440c-8a79-de6532022745,removal,Sorcery
Engineered Explosives,"Sunburst (This enters the battlefield with a charge counter on it for each color of mana spent to cast it.)
{2}, Sacrifice Engineered Explosives: Destroy each nonland permanent with converted mana cost equal to the number of charge counters on Engineered Explosives.",95fd897e-9086-42c4-8e0d-61bb02333c5f,sweeper,Artifact
Epicenter,"Target player sacrifices a land.
Threshold — Each player sacrifices all lands they control instead if seven or more cards are in your graveyard.",264cb7f6-6d36-4e58-87f4-83ccaa998a32,sweeper,Sorcery
Essence Filter,Destroy all enchantments or all nonwhite enchantments.,b9f63388-d1ac-4895-84c5-e5b1db187463,sweeper,Sorcery
Evacuation,Return all creatures to their owners' hands.,fdd94383-b573-439a-8e1c-925af887c5a6,sweeper,Instant
Evincar's Justice,"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
Evincar's Justice deals 2 damage to each creature and each player.",c0d3dfc0-1ff2-4ac3-98eb-32eaa5b84c05,sweeper,Sorcery
Extinction,Destroy all creatures of the creature type of your choice.,f3f01fe8-0a2c-4afa-94d2-268d27c0d252,sweeper,Sorcery
Extinguish All Hope,Destroy all nonenchantment creatures.,c7ca25f3-7a22-477b-8546-4c2597d5d1ff,sweeper,Sorcery
Eyeblight Massacre,Non-Elf creatures get -2/-2 until end of turn.,3b90dd70-798e-4dc4-99e7-b36d6823af2b,sweeper,Sorcery
Eye of Singularity,"When Eye of Singularity enters the battlefield, destroy each permanent with the same name as another permanent, except for basic lands. They can't be regenerated.
Whenever a permanent other than a basic land enters the battlefield, destroy all other permanents with that name. They can't be regenerated.",e13edf92-cdba-4c24-b81b-088b1554fde6,sweeper,World Enchantment
Falling Star,"Flip Falling Star onto the playing area from a height of at least one foot. Falling Star deals 3 damage to each creature it lands on. Tap all creatures dealt damage by Falling Star. If Falling Star doesn't turn completely over at least once during the flip, it has no effect.",f5ca7b13-8003-4361-b827-7095c89f2750,sweeper,Sorcery
Fall of the Thran,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Destroy all lands.
II, III — Each player returns two land cards from their graveyard to the battlefield.",341803d9-fd29-4721-81bf-ae9b7f1c01d2,sweeper,Enchantment — Saga
False Prophet,"When False Prophet dies, exile all creatures.",87c44c23-f209-494a-ab66-c9f5cf7bb4ea,sweeper,Creature — Human Cleric
Famine,Famine deals 3 damage to each creature and each player.,1f82fe6b-1ec7-400b-a80d-40921b359723,sweeper,Sorcery
Fated Retribution,"Destroy all creatures and planeswalkers. If it's your turn, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",28cfafdb-5014-44e3-9133-4554129c1aee,sweeper,Instant
Fault Line,Fault Line deals X damage to each creature without flying and each player.,ed743b88-0866-4f88-9f30-d49d2cf36b99,sweeper,Instant
Fell the Mighty,Destroy all creatures with power greater than target creature's power.,1fbb2a7c-8093-4729-b8fe-cf032d99470f,sweeper,Sorcery
Festercreep,"Festercreep enters the battlefield with a +1/+1 counter on it.
{1}{B}, Remove a +1/+1 counter from Festercreep: All other creatures get -1/-1 until end of turn.",0f7f841a-1913-4396-9c94-bbd49dfdb9d1,sweeper,Creature — Elemental
Festergloom,Nonblack creatures get -1/-1 until end of turn.,a653ac26-e9c9-4319-88f6-c83cc64d3bdb,sweeper,Sorcery
Festering Evil,"At the beginning of your upkeep, Festering Evil deals 1 damage to each creature and each player.
{B}{B}, Sacrifice Festering Evil: It deals 3 damage to each creature and each player.",0581b047-ffa1-42cc-a175-b7bf928e279e,sweeper,Enchantment
Fiery Cannonade,Fiery Cannonade deals 2 damage to each non-Pirate creature.,7e108b31-2ea3-4129-b324-a2d31c78bbe6,sweeper,Instant
Fiery Confluence,"Choose three. You may choose the same mode more than once.
• Fiery Confluence deals 1 damage to each creature.
• Fiery Confluence deals 2 damage to each opponent.
• Destroy target artifact.",3c22e031-4804-4c31-bd3c-c3f29d456b34,removal,Sorcery
Fight to the Death,Destroy all blocking creatures and all blocked creatures.,7f885ffc-7245-4f00-a903-6e088007c635,sweeper,Instant
Final Judgment,Exile all creatures.,69ef9308-bc25-4f3c-a5fd-1ebaed6e4842,sweeper,Sorcery
Final Revels,"Choose one —
• All creatures get +2/+0 until end of turn.
• All creatures get -0/-2 until end of turn.",978aef8e-6af8-4838-97ce-afb84baa9edc,sweeper,Sorcery
Fire Juggler,"Whenever Fire Juggler becomes blocked, clash with an opponent. If you win, Fire Juggler deals 4 damage to each creature blocking it. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher converted mana cost.)",dd1b4235-f053-4c46-8993-ae8d7860a0f3,sweeper,Creature — Goblin Shaman
